"badge_id","user_id","created_at","updated_at"
"14","1855","2008-07-06 13:14:51","2008-07-06 13:14:51"
"18","10","2008-07-06 13:16:49","2008-07-06 13:16:49"
"14","45","2008-07-06 13:14:51","2008-07-06 13:14:51"
"14","50","2008-07-06 13:14:51","2008-07-06 13:14:51"
"14","52","2008-07-06 13:14:51","2008-07-06 13:14:51"
"14","62","2008-07-06 13:14:51","2008-07-06 13:14:51"
"14","88","2008-07-06 13:14:51","2008-07-06 13:14:51"
"14","116","2008-07-06 13:14:51","2008-07-06 13:14:51"
"14","118","2008-07-06 13:14:51","2008-07-06 13:14:51"
"14","162","2008-07-06 13:14:51","2008-07-06 13:14:51"
"14","173","2008-07-06 13:14:51","2008-07-06 13:14:51"
"14","335","2008-07-06 13:14:51","2008-07-06 13:14:51"
"14","452","2008-07-06 13:14:51","2008-07-06 13:14:51"
"14","493","2008-07-06 13:14:51","2008-07-06 13:14:51"
"14","904","2008-07-06 13:14:51","2008-07-06 13:14:51"
"14","1069","2008-07-06 13:14:51","2008-07-06 13:14:51"
"14","1763","2008-07-06 13:14:51","2008-07-06 13:14:51"
"14","2262","2008-07-06 13:14:51","2008-07-06 13:14:51"
"14","2573","2008-07-06 13:14:51","2008-07-06 13:14:51"
"14","2988","2008-07-06 13:14:51","2008-07-06 13:14:51"
"14","3404","2008-07-06 13:14:51","2008-07-06 13:14:51"
"14","3412","2008-07-06 13:14:51","2008-07-06 13:14:51"
"14","3451","2008-07-06 13:14:51","2008-07-06 13:14:51"
"14","4329","2008-07-06 13:14:51","2008-07-06 13:14:51"
"14","5308","2008-07-06 13:14:51","2008-07-06 13:14:51"
"14","6642","2008-07-06 13:14:51","2008-07-06 13:14:51"
"14","6973","2008-07-06 13:14:51","2008-07-06 13:14:51"
"14","7005","2008-07-06 13:14:51","2008-07-06 13:14:51"
"14","7102","2008-07-06 13:14:51","2008-07-06 13:14:51"
"14","7538","2008-07-06 13:14:51","2008-07-06 13:14:51"
"14","7874","2008-07-06 13:14:51","2008-07-06 13:14:51"
"14","7880","2008-07-06 13:14:51","2008-07-06 13:14:51"
"14","8312","2008-07-06 13:14:51","2008-07-06 13:14:51"
"14","11383","2008-07-06 13:14:51","2008-07-06 13:14:51"
"14","10","2008-07-06 13:14:51","2008-07-06 13:14:51"
"14","1763","2008-07-06 13:14:51","2008-07-06 13:14:51"
"14","1959","2008-07-06 13:14:51","2008-07-06 13:14:51"
"15","18","2008-07-06 13:15:12","2008-07-06 13:15:12"
"15","21","2008-07-06 13:15:12","2008-07-06 13:15:12"
"15","36","2008-07-06 13:15:12","2008-07-06 13:15:12"
"15","45","2008-07-06 13:15:12","2008-07-06 13:15:12"
"15","90","2008-07-06 13:15:12","2008-07-06 13:15:12"
"15","94","2008-07-06 13:15:12","2008-07-06 13:15:12"
"15","125","2008-07-06 13:15:12","2008-07-06 13:15:12"
"15","235","2008-07-06 13:15:12","2008-07-06 13:15:12"
"15","367","2008-07-06 13:15:12","2008-07-06 13:15:12"
"15","995","2008-07-06 13:15:12","2008-07-06 13:15:12"
"15","995","2008-07-06 13:15:12","2008-07-06 13:15:12"
"15","995","2008-07-06 13:15:12","2008-07-06 13:15:12"
"15","995","2008-07-06 13:15:12","2008-07-06 13:15:12"
"15","995","2008-07-06 13:15:12","2008-07-06 13:15:12"
"15","995","2008-07-06 13:15:12","2008-07-06 13:15:12"
"15","1134","2008-07-06 13:15:12","2008-07-06 13:15:12"
"15","1763","2008-07-06 13:15:12","2008-07-06 13:15:12"
"15","3916","2008-07-06 13:15:12","2008-07-06 13:15:12"
"15","3916","2008-07-06 13:15:12","2008-07-06 13:15:12"
"15","3916","2008-07-06 13:15:12","2008-07-06 13:15:12"
"15","3916","2008-07-06 13:15:12","2008-07-06 13:15:12"
"15","3916","2008-07-06 13:15:12","2008-07-06 13:15:12"
"15","3916","2008-07-06 13:15:12","2008-07-06 13:15:12"
"15","3916","2008-07-06 13:15:12","2008-07-06 13:15:12"
"15","3916","2008-07-06 13:15:12","2008-07-06 13:15:12"
"15","3916","2008-07-06 13:15:12","2008-07-06 13:15:12"
"15","3916","2008-07-06 13:15:12","2008-07-06 13:15:12"
"15","3916","2008-07-06 13:15:12","2008-07-06 13:15:12"
"15","3916","2008-07-06 13:15:12","2008-07-06 13:15:12"
"15","3916","2008-07-06 13:15:12","2008-07-06 13:15:12"
"15","3916","2008-07-06 13:15:12","2008-07-06 13:15:12"
"15","3916","2008-07-06 13:15:12","2008-07-06 13:15:12"
"15","5103","2008-07-06 13:15:12","2008-07-06 13:15:12"
"15","6730","2008-07-06 13:15:12","2008-07-06 13:15:12"
"15","7874","2008-07-06 13:15:12","2008-07-06 13:15:12"
"15","1763","2008-07-06 13:15:12","2008-07-06 13:15:12"
"15","1959","2008-07-06 13:15:12","2008-07-06 13:15:12"
"15","2254","2008-07-06 13:15:12","2008-07-06 13:15:12"
"15","6642","2008-07-06 13:15:12","2008-07-06 13:15:12"
"16","2262","2008-07-06 13:16:10","2008-07-06 13:16:10"
"16","10","2008-07-06 13:16:10","2008-07-06 13:16:10"
"16","45","2008-07-06 13:16:10","2008-07-06 13:16:10"
"16","50","2008-07-06 13:16:10","2008-07-06 13:16:10"
"16","52","2008-07-06 13:16:10","2008-07-06 13:16:10"
"16","71","2008-07-06 13:16:10","2008-07-06 13:16:10"
"16","88","2008-07-06 13:16:10","2008-07-06 13:16:10"
"16","94","2008-07-06 13:16:10","2008-07-06 13:16:10"
"16","97","2008-07-06 13:16:10","2008-07-06 13:16:10"
"16","162","2008-07-06 13:16:10","2008-07-06 13:16:10"
"16","230","2008-07-06 13:16:10","2008-07-06 13:16:10"
"16","259","2008-07-06 13:16:10","2008-07-06 13:16:10"
"16","303","2008-07-06 13:16:10","2008-07-06 13:16:10"
"16","398","2008-07-06 13:16:10","2008-07-06 13:16:10"
"16","684","2008-07-06 13:16:10","2008-07-06 13:16:10"
"16","1763","2008-07-06 13:16:10","2008-07-06 13:16:10"
"16","2715","2008-07-06 13:16:10","2008-07-06 13:16:10"
"16","3576","2008-07-06 13:16:10","2008-07-06 13:16:10"
"16","1763","2008-07-06 13:16:10","2008-07-06 13:16:10"
"16","1959","2008-07-06 13:16:10","2008-07-06 13:16:10"
"4","6","2008-02-15 06:57:38","2008-07-06 18:02:19"
"17","104","2008-07-06 13:16:35","2008-07-06 13:16:35"
"17","133","2008-07-06 13:16:35","2008-07-06 13:16:35"
"17","1763","2008-07-06 13:16:35","2008-07-06 13:16:35"
"17","1791","2008-07-06 13:16:35","2008-07-06 13:16:35"
"17","1763","2008-07-06 13:16:35","2008-07-06 13:16:35"
"18","1855","2008-07-06 13:16:49","2008-07-06 13:16:49"
"18","13","2008-07-06 13:16:49","2008-07-06 13:16:49"
"18","18","2008-07-06 13:16:49","2008-07-06 13:16:49"
"18","19","2008-07-06 13:16:49","2008-07-06 13:16:49"
"18","35","2008-07-06 13:16:49","2008-07-06 13:16:49"
"18","45","2008-07-06 13:16:49","2008-07-06 13:16:49"
"18","50","2008-07-06 13:16:49","2008-07-06 13:16:49"
"18","59","2008-07-06 13:16:49","2008-07-06 13:16:49"
"18","71","2008-07-06 13:16:49","2008-07-06 13:16:49"
"18","94","2008-07-06 13:16:49","2008-07-06 13:16:49"
"18","96","2008-07-06 13:16:49","2008-07-06 13:16:49"
"18","97","2008-07-06 13:16:49","2008-07-06 13:16:49"
"18","111","2008-07-06 13:16:49","2008-07-06 13:16:49"
"18","115","2008-07-06 13:16:49","2008-07-06 13:16:49"
"18","116","2008-07-06 13:16:49","2008-07-06 13:16:49"
"18","118","2008-07-06 13:16:49","2008-07-06 13:16:49"
"18","126","2008-07-06 13:16:49","2008-07-06 13:16:49"
"18","132","2008-07-06 13:16:49","2008-07-06 13:16:49"
"18","139","2008-07-06 13:16:49","2008-07-06 13:16:49"
"18","170","2008-07-06 13:16:49","2008-07-06 13:16:49"
"18","173","2008-07-06 13:16:49","2008-07-06 13:16:49"
"18","191","2008-07-06 13:16:49","2008-07-06 13:16:49"
"18","198","2008-07-06 13:16:49","2008-07-06 13:16:49"
"18","211","2008-07-06 13:16:49","2008-07-06 13:16:49"
"18","230","2008-07-06 13:16:49","2008-07-06 13:16:49"
"18","234","2008-07-06 13:16:49","2008-07-06 13:16:49"
"18","241","2008-07-06 13:16:49","2008-07-06 13:16:49"
"18","259","2008-07-06 13:16:49","2008-07-06 13:16:49"
"97","9346","2008-07-06 13:54:33","2008-07-06 13:54:33"
"18","268","2008-07-06 13:16:49","2008-07-06 13:16:49"
"18","335","2008-07-06 13:16:49","2008-07-06 13:16:49"
"18","391","2008-07-06 13:16:49","2008-07-06 13:16:49"
"18","398","2008-07-06 13:16:49","2008-07-06 13:16:49"
"18","452","2008-07-06 13:16:49","2008-07-06 13:16:49"
"18","465","2008-07-06 13:16:49","2008-07-06 13:16:49"
"18","473","2008-07-06 13:16:49","2008-07-06 13:16:49"
"18","518","2008-07-06 13:16:49","2008-07-06 13:16:49"
"18","684","2008-07-06 13:16:49","2008-07-06 13:16:49"
"18","849","2008-07-06 13:16:49","2008-07-06 13:16:49"
"18","865","2008-07-06 13:16:49","2008-07-06 13:16:49"
"18","904","2008-07-06 13:16:49","2008-07-06 13:16:49"
"18","917","2008-07-06 13:16:49","2008-07-06 13:16:49"
"18","926","2008-07-06 13:16:49","2008-07-06 13:16:49"
"18","993","2008-07-06 13:16:49","2008-07-06 13:16:49"
"18","998","2008-07-06 13:16:49","2008-07-06 13:16:49"
"18","1069","2008-07-06 13:16:49","2008-07-06 13:16:49"
"18","1362","2008-07-06 13:16:49","2008-07-06 13:16:49"
"18","1695","2008-07-06 13:16:49","2008-07-06 13:16:49"
"18","1763","2008-07-06 13:16:49","2008-07-06 13:16:49"
"18","1763","2008-07-06 13:16:49","2008-07-06 13:16:49"
"18","1766","2008-07-06 13:16:49","2008-07-06 13:16:49"
"18","2262","2008-07-06 13:16:49","2008-07-06 13:16:49"
"18","2573","2008-07-06 13:16:49","2008-07-06 13:16:49"
"18","2988","2008-07-06 13:16:49","2008-07-06 13:16:49"
"18","3058","2008-07-06 13:16:49","2008-07-06 13:16:49"
"18","3287","2008-07-06 13:16:49","2008-07-06 13:16:49"
"18","3404","2008-07-06 13:16:49","2008-07-06 13:16:49"
"18","3576","2008-07-06 13:16:49","2008-07-06 13:16:49"
"18","4101","2008-07-06 13:16:49","2008-07-06 13:16:49"
"18","4133","2008-07-06 13:16:49","2008-07-06 13:16:49"
"18","4247","2008-07-06 13:16:49","2008-07-06 13:16:49"
"18","4329","2008-07-06 13:16:49","2008-07-06 13:16:49"
"18","4420","2008-07-06 13:16:49","2008-07-06 13:16:49"
"18","4566","2008-07-06 13:16:49","2008-07-06 13:16:49"
"18","5439","2008-07-06 13:16:49","2008-07-06 13:16:49"
"18","5860","2008-07-06 13:16:49","2008-07-06 13:16:49"
"18","6642","2008-07-06 13:16:49","2008-07-06 13:16:49"
"18","756","2008-07-06 13:16:49","2008-07-06 13:16:49"
"18","26","2008-07-06 13:16:49","2008-07-06 13:16:49"
"18","6669","2008-07-06 13:16:49","2008-07-06 13:16:49"
"18","6780","2008-07-06 13:16:49","2008-07-06 13:16:49"
"18","6963","2008-07-06 13:16:49","2008-07-06 13:16:49"
"18","6973","2008-07-06 13:16:49","2008-07-06 13:16:49"
"18","7005","2008-07-06 13:16:49","2008-07-06 13:16:49"
"18","7102","2008-07-06 13:16:49","2008-07-06 13:16:49"
"18","7499","2008-07-06 13:16:49","2008-07-06 13:16:49"
"18","7653","2008-07-06 13:16:49","2008-07-06 13:16:49"
"18","7659","2008-07-06 13:16:49","2008-07-06 13:16:49"
"18","7874","2008-07-06 13:16:49","2008-07-06 13:16:49"
"18","7880","2008-07-06 13:16:49","2008-07-06 13:16:49"
"18","8632","2008-07-06 13:16:49","2008-07-06 13:16:49"
"18","8641","2008-07-06 13:16:49","2008-07-06 13:16:49"
"18","266","2008-07-06 13:16:49","2008-07-06 13:16:49"
"18","1959","2008-07-06 13:16:49","2008-07-06 13:16:49"
"18","8058","2008-07-06 13:16:49","2008-07-06 13:16:49"
"18","973","2008-07-06 13:16:49","2008-07-06 13:16:49"
"19","24","2008-07-06 13:17:00","2008-07-06 13:17:00"
"19","34","2008-07-06 13:17:00","2008-07-06 13:17:00"
"19","50","2008-07-06 13:17:00","2008-07-06 13:17:00"
"19","62","2008-07-06 13:17:00","2008-07-06 13:17:00"
"19","146","2008-07-06 13:17:00","2008-07-06 13:17:00"
"19","170","2008-07-06 13:17:00","2008-07-06 13:17:00"
"19","211","2008-07-06 13:17:00","2008-07-06 13:17:00"
"19","238","2008-07-06 13:17:00","2008-07-06 13:17:00"
"19","386","2008-07-06 13:17:00","2008-07-06 13:17:00"
"19","850","2008-07-06 13:17:00","2008-07-06 13:17:00"
"20","50","2008-07-06 13:17:11","2008-07-06 13:17:11"
"20","71","2008-07-06 13:17:11","2008-07-06 13:17:11"
"20","338","2008-07-06 13:17:11","2008-07-06 13:17:11"
"20","474","2008-07-06 13:17:11","2008-07-06 13:17:11"
"21","9","2008-07-06 13:17:41","2008-07-06 13:17:41"
"21","111","2008-07-06 13:17:41","2008-07-06 13:17:41"
"21","235","2008-07-06 13:17:41","2008-07-06 13:17:41"
"21","238","2008-07-06 13:17:41","2008-07-06 13:17:41"
"21","259","2008-07-06 13:17:41","2008-07-06 13:17:41"
"21","386","2008-07-06 13:17:41","2008-07-06 13:17:41"
"21","1362","2008-07-06 13:17:41","2008-07-06 13:17:41"
"21","1763","2008-07-06 13:17:41","2008-07-06 13:17:41"
"21","2262","2008-07-06 13:17:41","2008-07-06 13:17:41"
"21","1763","2008-07-06 13:17:41","2008-07-06 13:17:41"
"21","1959","2008-07-06 13:17:41","2008-07-06 13:17:41"
"28","2262","2008-07-06 13:22:43","2008-07-06 13:22:43"
"22","21","2008-07-06 13:18:53","2008-07-06 13:18:53"
"22","234","2008-07-06 13:18:53","2008-07-06 13:18:53"
"22","975","2008-07-06 13:18:53","2008-07-06 13:18:53"
"22","1134","2008-07-06 13:18:53","2008-07-06 13:18:53"
"22","1763","2008-07-06 13:18:53","2008-07-06 13:18:53"
"22","5790","2008-07-06 13:18:53","2008-07-06 13:18:53"
"22","7468","2008-07-06 13:18:53","2008-07-06 13:18:53"
"22","9849","2008-07-06 13:18:53","2008-07-06 13:18:53"
"22","10771","2008-07-06 13:18:53","2008-07-06 13:18:53"
"23","47","2008-07-06 13:19:43","2008-07-06 13:19:43"
"24","119","2008-07-06 13:20:21","2008-07-06 13:20:21"
"23","162","2008-07-06 13:19:43","2008-07-06 13:19:43"
"23","178","2008-07-06 13:19:43","2008-07-06 13:19:43"
"23","220","2008-07-06 13:19:43","2008-07-06 13:19:43"
"23","251","2008-07-06 13:19:43","2008-07-06 13:19:43"
"23","312","2008-07-06 13:19:43","2008-07-06 13:19:43"
"23","452","2008-07-06 13:19:43","2008-07-06 13:19:43"
"23","568","2008-07-06 13:19:43","2008-07-06 13:19:43"
"23","828","2008-07-06 13:19:43","2008-07-06 13:19:43"
"23","840","2008-07-06 13:19:43","2008-07-06 13:19:43"
"24","1419","2008-07-06 13:20:21","2008-07-06 13:20:21"
"23","1497","2008-07-06 13:19:43","2008-07-06 13:19:43"
"23","1763","2008-07-06 13:19:43","2008-07-06 13:19:43"
"23","2535","2008-07-06 13:19:43","2008-07-06 13:19:43"
"23","3534","2008-07-06 13:19:43","2008-07-06 13:19:43"
"23","3705","2008-07-06 13:19:43","2008-07-06 13:19:43"
"23","3763","2008-07-06 13:19:43","2008-07-06 13:19:43"
"23","3984","2008-07-06 13:19:43","2008-07-06 13:19:43"
"23","4193","2008-07-06 13:19:43","2008-07-06 13:19:43"
"23","4457","2008-07-06 13:19:43","2008-07-06 13:19:43"
"23","4673","2008-07-06 13:19:43","2008-07-06 13:19:43"
"23","5103","2008-07-06 13:19:43","2008-07-06 13:19:43"
"23","5445","2008-07-06 13:19:43","2008-07-06 13:19:43"
"23","5552","2008-07-06 13:19:43","2008-07-06 13:19:43"
"23","5582","2008-07-06 13:19:43","2008-07-06 13:19:43"
"23","5742","2008-07-06 13:19:43","2008-07-06 13:19:43"
"23","5796","2008-07-06 13:19:43","2008-07-06 13:19:43"
"23","6262","2008-07-06 13:19:43","2008-07-06 13:19:43"
"23","6554","2008-07-06 13:19:43","2008-07-06 13:19:43"
"23","6780","2008-07-06 13:19:43","2008-07-06 13:19:43"
"23","7593","2008-07-06 13:19:43","2008-07-06 13:19:43"
"23","7682","2008-07-06 13:19:43","2008-07-06 13:19:43"
"24","7863","2008-07-06 13:20:21","2008-07-06 13:20:21"
"23","7906","2008-07-06 13:19:43","2008-07-06 13:19:43"
"23","7999","2008-07-06 13:19:43","2008-07-06 13:19:43"
"23","8144","2008-07-06 13:19:43","2008-07-06 13:19:43"
"23","8312","2008-07-06 13:19:43","2008-07-06 13:19:43"
"23","8596","2008-07-06 13:19:43","2008-07-06 13:19:43"
"23","8622","2008-07-06 13:19:43","2008-07-06 13:19:43"
"23","8708","2008-07-06 13:19:43","2008-07-06 13:19:43"
"23","8991","2008-07-06 13:19:43","2008-07-06 13:19:43"
"23","9012","2008-07-06 13:19:43","2008-07-06 13:19:43"
"23","3350","2008-07-06 13:19:43","2008-07-06 13:19:43"
"24","6769","2008-07-06 13:20:21","2008-07-06 13:20:21"
"24","26","2008-07-06 13:20:21","2008-07-06 13:20:21"
"24","27","2008-07-06 13:20:21","2008-07-06 13:20:21"
"24","59","2008-07-06 13:20:21","2008-07-06 13:20:21"
"24","62","2008-07-06 13:20:21","2008-07-06 13:20:21"
"24","125","2008-07-06 13:20:21","2008-07-06 13:20:21"
"24","203","2008-07-06 13:20:21","2008-07-06 13:20:21"
"24","417","2008-07-06 13:20:21","2008-07-06 13:20:21"
"24","465","2008-07-06 13:20:21","2008-07-06 13:20:21"
"24","850","2008-07-06 13:20:21","2008-07-06 13:20:21"
"24","1763","2008-07-06 13:20:21","2008-07-06 13:20:21"
"24","3168","2008-07-06 13:20:21","2008-07-06 13:20:21"
"25","4267","2008-07-06 13:20:44","2008-07-06 13:20:44"
"24","4305","2008-07-06 13:20:21","2008-07-06 13:20:21"
"24","4732","2008-07-06 13:20:21","2008-07-06 13:20:21"
"53","16050","2008-07-06 13:33:29","2008-07-06 13:45:04"
"24","7055","2008-07-06 13:20:21","2008-07-06 13:20:21"
"24","7520","2008-07-06 13:20:21","2008-07-06 13:20:21"
"25","36","2008-07-06 13:20:44","2008-07-06 13:20:44"
"25","66","2008-07-06 13:20:44","2008-07-06 13:20:44"
"25","115","2008-07-06 13:20:44","2008-07-06 13:20:44"
"25","127","2008-07-06 13:20:44","2008-07-06 13:20:44"
"25","139","2008-07-06 13:20:44","2008-07-06 13:20:44"
"25","173","2008-07-06 13:20:44","2008-07-06 13:20:44"
"25","224","2008-07-06 13:20:44","2008-07-06 13:20:44"
"25","239","2008-07-06 13:20:44","2008-07-06 13:20:44"
"25","345","2008-07-06 13:20:44","2008-07-06 13:20:44"
"25","367","2008-07-06 13:20:44","2008-07-06 13:20:44"
"25","873","2008-07-06 13:20:44","2008-07-06 13:20:44"
"25","917","2008-07-06 13:20:44","2008-07-06 13:20:44"
"25","1201","2008-07-06 13:20:44","2008-07-06 13:20:44"
"25","1204","2008-07-06 13:20:44","2008-07-06 13:20:44"
"25","1763","2008-07-06 13:20:44","2008-07-06 13:20:44"
"25","2490","2008-07-06 13:20:44","2008-07-06 13:20:44"
"25","5352","2008-07-06 13:20:44","2008-07-06 13:20:44"
"25","5709","2008-07-06 13:20:44","2008-07-06 13:20:44"
"25","5913","2008-07-06 13:20:44","2008-07-06 13:20:44"
"25","6669","2008-07-06 13:20:44","2008-07-06 13:20:44"
"25","7538","2008-07-06 13:20:44","2008-07-06 13:20:44"
"25","7707","2008-07-06 13:20:44","2008-07-06 13:20:44"
"25","7874","2008-07-06 13:20:44","2008-07-06 13:20:44"
"26","7880","2008-07-06 13:21:19","2008-07-06 13:21:19"
"25","7974","2008-07-06 13:20:44","2008-07-06 13:20:44"
"25","1096","2008-07-06 13:20:44","2008-07-06 13:20:44"
"25","4944","2008-07-06 13:20:44","2008-07-06 13:20:44"
"25","8143","2008-07-06 13:20:44","2008-07-06 13:20:44"
"26","14","2008-07-06 13:21:19","2008-07-06 13:21:19"
"26","33","2008-07-06 13:21:19","2008-07-06 13:21:19"
"26","45","2008-07-06 13:21:19","2008-07-06 13:21:19"
"26","51","2008-07-06 13:21:19","2008-07-06 13:21:19"
"26","63","2008-07-06 13:21:19","2008-07-06 13:21:19"
"26","94","2008-07-06 13:21:19","2008-07-06 13:21:19"
"26","131","2008-07-06 13:21:19","2008-07-06 13:21:19"
"26","148","2008-07-06 13:21:19","2008-07-06 13:21:19"
"26","160","2008-07-06 13:21:19","2008-07-06 13:21:19"
"26","198","2008-07-06 13:21:19","2008-07-06 13:21:19"
"26","227","2008-07-06 13:21:19","2008-07-06 13:21:19"
"26","238","2008-07-06 13:21:19","2008-07-06 13:21:19"
"53","6357","2008-07-06 13:33:29","2008-07-06 13:45:04"
"26","280","2008-07-06 13:21:19","2008-07-06 13:21:19"
"26","335","2008-07-06 13:21:19","2008-07-06 13:21:19"
"26","474","2008-07-06 13:21:19","2008-07-06 13:21:19"
"26","684","2008-07-06 13:21:19","2008-07-06 13:21:19"
"26","849","2008-07-06 13:21:19","2008-07-06 13:21:19"
"26","926","2008-07-06 13:21:19","2008-07-06 13:21:19"
"26","934","2008-07-06 13:21:19","2008-07-06 13:21:19"
"26","1069","2008-07-06 13:21:19","2008-07-06 13:21:19"
"26","1362","2008-07-06 13:21:19","2008-07-06 13:21:19"
"26","1537","2008-07-06 13:21:19","2008-07-06 13:21:19"
"26","1763","2008-07-06 13:21:19","2008-07-06 13:21:19"
"26","2262","2008-07-06 13:21:19","2008-07-06 13:21:19"
"26","2715","2008-07-06 13:21:19","2008-07-06 13:21:19"
"26","3404","2008-07-06 13:21:19","2008-07-06 13:21:19"
"26","3412","2008-07-06 13:21:19","2008-07-06 13:21:19"
"26","3581","2008-07-06 13:21:19","2008-07-06 13:21:19"
"26","4915","2008-07-06 13:21:19","2008-07-06 13:21:19"
"26","5563","2008-07-06 13:21:19","2008-07-06 13:21:19"
"26","5781","2008-07-06 13:21:19","2008-07-06 13:21:19"
"26","5826","2008-07-06 13:21:19","2008-07-06 13:21:19"
"26","6642","2008-07-06 13:21:19","2008-07-06 13:21:19"
"26","266","2008-07-06 13:21:19","2008-07-06 13:21:19"
"27","111","2008-07-06 13:22:12","2008-07-06 13:22:12"
"27","116","2008-07-06 13:22:12","2008-07-06 13:22:12"
"27","118","2008-07-06 13:22:12","2008-07-06 13:22:12"
"27","191","2008-07-06 13:22:12","2008-07-06 13:22:12"
"27","198","2008-07-06 13:22:12","2008-07-06 13:22:12"
"27","235","2008-07-06 13:22:12","2008-07-06 13:22:12"
"27","238","2008-07-06 13:22:12","2008-07-06 13:22:12"
"27","259","2008-07-06 13:22:12","2008-07-06 13:22:12"
"27","293","2008-07-06 13:22:12","2008-07-06 13:22:12"
"27","361","2008-07-06 13:22:12","2008-07-06 13:22:12"
"99","2262","2008-07-06 13:56:04","2008-07-06 13:56:04"
"27","998","2008-07-06 13:22:12","2008-07-06 13:22:12"
"27","1419","2008-07-06 13:22:12","2008-07-06 13:22:12"
"27","2573","2008-07-06 13:22:12","2008-07-06 13:22:12"
"28","173","2008-07-06 13:22:43","2008-07-06 13:22:43"
"28","684","2008-07-06 13:22:43","2008-07-06 13:22:43"
"28","849","2008-07-06 13:22:43","2008-07-06 13:22:43"
"28","4025","2008-07-06 13:22:43","2008-07-06 13:22:43"
"28","5552","2008-07-06 13:22:43","2008-07-06 13:22:43"
"28","6189","2008-07-06 13:22:43","2008-07-06 13:22:43"
"28","161","2008-07-06 13:22:43","2008-07-06 13:22:43"
"28","7267","2008-07-06 13:22:43","2008-07-06 13:22:43"
"28","7857","2008-07-06 13:22:43","2008-07-06 13:22:43"
